@tax	con.depth.100.seq.bifido	con.depth.1000.seq.bifido	con.depth.10000.seq.bifido	con.depth.100000.seq.bifido	con.depth.500000.seq.bifido	conbif.200000	conbif.40000	conbif.80000
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_distasonis;t__Parabacteroides_distasonis_CL09T03C24	547	547	546	543	525	3	1	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii;t__Other	267	267	267	264	255	1	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii;t__Parabacteroides_goldsteinii_CL02T12C30	445	445	445	443	427	4	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii;t__Parabacteroides_goldsteinii_DSM_19448	480	480	480	475	460	3	0	2
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_goldsteinii;t__Parabacteroides_goldsteinii_dnLKV18	107	107	107	107	103	1	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_gordonii;t__Other	234	234	234	231	221	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_gordonii;t__Parabacteroides_gordonii_DSM_23371	20	20	20	20	20	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_gordonii;t__Parabacteroides_gordonii_MS-1	24	24	24	24	23	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_johnsonii;t__Other	179	179	179	177	171	1	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_johnsonii;t__Parabacteroides_johnsonii_CL02T12C29	341	341	340	339	327	2	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_johnsonii;t__Parabacteroides_johnsonii_DSM_18315	351	351	351	348	335	2	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae;t__Other	56797	56788	56749	56315	54393	412	74	156
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae;t__Parabacteroides_merdae_2789STDY5834848	1174	1174	1172	1165	1124	11	2	3
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae;t__Parabacteroides_merdae_ATCC_43184	1368	1368	1366	1355	1309	12	3	7
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae;t__Parabacteroides_merdae_CL03T12C32	6181	6180	6176	6134	5922	45	3	16
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae;t__Parabacteroides_merdae_CL09T00C40	1282	1281	1281	1272	1228	10	3	5
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._20_3;t__Parabacteroides_sp._20_3_20_3	332	332	332	330	321	1	0	1
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._2_1_7;t__Parabacteroides_sp._2_1_7_2_1_7	80	80	80	79	76	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._CT06;t__Parabacteroides_sp._CT06_CT06	217	217	217	215	208	1	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._D13;t__Parabacteroides_sp._D13_D13	3461	3461	3456	3426	3310	32	6	11
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._D26;t__Parabacteroides_sp._D26_D26	2458	2458	2456	2441	2358	15	4	7
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._HGS0025;t__Parabacteroides_sp._HGS0025_HGS0025	30	30	30	30	29	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._Marseille-P3668;t__Parabacteroides_sp._Marseille-P3668_Marseille-P3668	18	18	18	18	18	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._Marseille-P3763;t__Parabacteroides_sp._Marseille-P3763_Marseille-P3763	131	131	131	130	122	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_sp._SN4;t__Parabacteroides_sp._SN4_SN4	3075	3075	3072	3050	2949	27	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_timonensis;t__Parabacteroides_timonensis_Marseille-P3236	278	278	277	275	265	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella_sp._6_1_58FAA_CT1;t__Tannerella_sp._6_1_58FAA_CT1_6_1_58FAA_CT1	6745	6745	6739	6688	6463	52	9	21
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Other;s__Other;t__Other	41	41	41	40	39	0	0	0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Riemerella;s__Riemerella_anatipestifer;t__Other	81	81	81	81	78	0	0	0
k__Bacteria;p__Bacteroidetes;c__Other;o__Other;f__Other;g__Other;s__Other;t__Other	773	773	773	769	743	5	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus_coagulans;t__Other	19	19	19	19	18	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Pontibacillus;s__Pontibacillus_litoralis;t__Pontibacillus_litoralis_JSM_072002	153	153	153	152	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Other;g__Gemella;s__Gemella_sanguinis;t__Gemella_sanguinis_ATCC_700632	33	33	33	33	30	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Other;g__Gemella;s__Gemella_sanguinis;t__Gemella_sanguinis_UMB0186	44	44	44	44	41	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Other;g__Gemella;s__Gemella_sanguinis;t__Other	24	24	24	24	23	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Other;t__Other	36	36	36	36	35	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;s__Other;t__Other	46	46	46	46	41	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_cecorum;t__Other	25	25	25	25	23	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_columbae;t__Other	19	19	19	19	17	2	0	2
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecalis;t__Enterococcus_faecalis_V583	17	17	17	17	16	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus_faecium;t__Enterococcus_faecium_Aus0004	67	67	67	66	65	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Other;t__Other	168	168	168	167	161	1	0	1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_acidophilus;t__Other	206	206	206	205	196	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_algidus;t__Lactobacillus_algidus_DSM_15638	41	41	41	41	40	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_aviarius;t__Lactobacillus_aviarius_DSM_20655	41	41	41	41	40	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus;t__Other	136	136	136	135	129	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_rhamnosus;t__Other	43	43	43	43	42	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_rogosae;t__Lactobacillus_rogosae_ATCC_27753	4814	4814	4810	4775	4609	35	11	21
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis;t__Lactobacillus_ruminis_ATCC_25644	5507	5506	5502	5461	5256	36	0	21
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis;t__Lactobacillus_ruminis_ATCC_27782	404	404	404	402	387	2	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis;t__Lactobacillus_ruminis_DSM_20403	347	347	347	343	327	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis;t__Lactobacillus_ruminis_WC1T17	114	114	114	114	112	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_ruminis;t__Other	4507	4507	4503	4463	4312	22	0	14
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_sp._HMSC072E07;t__Lactobacillus_sp._HMSC072E07_HMSC072E07	21	21	21	21	20	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_sp._HMSC077C11;t__Lactobacillus_sp._HMSC077C11_HMSC077C11	24	24	24	23	22	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Other;t__Other	1024	1024	1021	1014	985	5	2	2
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Other;s__Other;t__Other	128	128	128	127	121	3	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus_pentosaceus;t__Other	86	86	86	86	82	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Sharpea;s__Sharpea_azabuensis;t__Other	61	61	61	61	58	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Sharpea;s__Sharpea_azabuensis;t__Sharpea_azabuensis_DSM_18934	34	34	34	34	31	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc_gelidum;t__Leuconostoc_gelidum_JB7	36	36	36	36	33	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Other;g__Other;s__Other;t__Other	754	752	751	748	724	5	3	5
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_229	24	24	24	24	24	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_275	383	383	382	381	367	3	0	1
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_A76	180	180	180	179	174	2	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_CV56	210	210	210	207	199	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_IO-1	23	23	23	23	23	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_KLDS_4.0325	31	31	31	31	30	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_SK11	51	51	51	51	49	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_UC063	92	92	92	90	88	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Lactococcus_lactis_UC11	40	40	40	40	37	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_lactis;t__Other	11357	11356	11346	11259	10873	112	0	65
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus_raffinolactis;t__Lactococcus_raffinolactis_4877	150	150	150	147	143	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Other;t__Other	169	169	169	168	157	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Other;s__Other;t__Other	384	384	384	380	368	2	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Other;t__Other	39341	39339	39310	39018	37698	295	70	113
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_agalactiae;t__Streptococcus_agalactiae_GBS2-NM	136	136	136	135	133	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_anginosus;t__Other	28	28	28	28	27	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_australis;t__Streptococcus_australis_ATCC_700641	225	225	225	224	218	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_cristatus;t__Streptococcus_cristatus_ATCC_51100	22	22	22	22	21	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii;t__Other	99	99	99	99	97	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii;t__Streptococcus_gordonii_Challis_substr._CH1	25	25	25	25	24	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii;t__Streptococcus_gordonii_FDAARGOS_257	28	28	28	28	27	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_gordonii;t__Streptococcus_gordonii_FDAARGOS_371	22	22	22	22	22	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_infantis;t__Streptococcus_infantis_ATCC_700779	123	123	123	123	121	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_infantis;t__Streptococcus_infantis_DD18	23	23	23	23	22	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_intermedius;t__Other	64	64	64	64	61	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_macedonicus;t__Other	22	22	22	22	21	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis;t__Other	112	112	112	110	104	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis;t__Streptococcus_mitis_B6	33	33	33	31	31	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis;t__Streptococcus_mitis_OD_310347_11	25	25	25	25	24	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis;t__Streptococcus_mitis_RH_17439_08	26	26	26	26	22	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_orisratti;t__Streptococcus_orisratti_DSM_15617	447	447	447	443	430	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis;t__Other	2252	2252	2251	2234	2145	21	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis;t__Streptococcus_parasanguinis_1287_SPAR	122	122	122	122	118	2	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis;t__Streptococcus_parasanguinis_318_SPAR	145	145	145	141	136	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis;t__Streptococcus_parasanguinis_344_SPAR	405	405	405	403	383	2	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis;t__Streptococcus_parasanguinis_349_SPAR	210	210	210	207	201	2	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis;t__Streptococcus_parasanguinis_451_SPAR	394	394	394	389	374	4	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis;t__Streptococcus_parasanguinis_512_SPAR	655	655	655	650	632	6	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis;t__Streptococcus_parasanguinis_ATCC_903	176	176	176	173	166	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis;t__Streptococcus_parasanguinis_C1A	205	205	204	200	196	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis;t__Streptococcus_parasanguinis_CC87K	230	230	228	226	220	4	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parasanguinis;t__Streptococcus_parasanguinis_FW213	447	447	447	443	426	2	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_parauberis;t__Other	22	22	22	22	21	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pasteurianus;t__Other	77	77	76	75	74	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pseudopneumoniae;t__Other	58	58	58	57	54	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pseudopneumoniae;t__Streptococcus_pseudopneumoniae_469_SPSE	32	32	32	32	31	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Other	4832	4832	4826	4787	4634	33	7	12
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Streptococcus_salivarius_140_SSAL	343	343	343	338	328	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Streptococcus_salivarius_2202_S3	55	55	55	53	52	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Streptococcus_salivarius_ATCC_25975	454	454	454	452	439	3	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Streptococcus_salivarius_ATCC_27945	216	216	216	215	210	4	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Streptococcus_salivarius_CCHSS3	194	194	194	194	186	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Streptococcus_salivarius_F6-1	281	281	280	274	265	4	4	4
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Streptococcus_salivarius_FDAARGOS_259	141	141	141	140	133	2	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Streptococcus_salivarius_GED7778A	80	80	80	78	75	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Streptococcus_salivarius_HSISS4	137	137	137	132	126	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Streptococcus_salivarius_JIM8777	272	272	272	271	261	5	0	2
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Streptococcus_salivarius_UMB0028	46	46	46	46	45	5	2	2
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_salivarius;t__Streptococcus_salivarius_UMB0051	2293	2293	2292	2270	2205	16	5	5
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sanguinis;t__Other	179	179	179	176	172	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp._1171_SSPC;t__Streptococcus_sp._1171_SSPC_1171_SSPC	181	181	181	179	173	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp._263_SSPC;t__Streptococcus_sp._263_SSPC_263_SSPC	339	339	339	335	321	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp._2_1_36FAA;t__Streptococcus_sp._2_1_36FAA_2_1_36FAA	55	55	55	55	53	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp._400_SSPC;t__Streptococcus_sp._400_SSPC_400_SSPC	143	143	143	143	136	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp._449_SSPC;t__Streptococcus_sp._449_SSPC_449_SSPC	129	129	129	128	124	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp._A12;t__Streptococcus_sp._A12_A12	163	163	163	162	157	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp._C150;t__Streptococcus_sp._C150_C150	30	30	30	29	29	0	0	0
