@tax	con.depth.100.seq.bifido	con.depth.1000.seq.bifido	con.depth.10000.seq.bifido	con.depth.100000.seq.bifido	con.depth.500000.seq.bifido	conbif.200000	conbif.40000	conbif.80000
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter_bartlettii;t__Intestinibacter_bartlettii_2789STDY5834879	38	38	38	37	37	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter_bartlettii;t__Other	163	163	163	161	157	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus_anaerobius;t__Other	89	89	89	88	83	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus_anaerobius;t__Peptostreptococcus_anaerobius_KA00810	67	67	67	67	66	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus_stomatis;t__Peptostreptococcus_stomatis_DSM_17678	105	105	105	103	101	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia_timonensis;t__Romboutsia_timonensis_Marseille-P326	2427	2427	2423	2404	2322	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Acetivibrio;s__Acetivibrio_ethanolgignens;t__Acetivibrio_ethanolgignens_ACET-33324	228	228	228	227	220	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Agathobaculum;s__Agathobaculum_desmolans;t__Agathobaculum_desmolans_ATCC_43058	911	911	911	901	872	10	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus_sp._Marseille-P3371;t__Anaeromassilibacillus_sp._Marseille-P3371_Marseille-P3371	3302	3301	3297	3263	3150	25	0	9
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_colihominis;t__Anaerotruncus_colihominis_2789STDY5834939	3393	3393	3389	3360	3247	22	3	8
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_colihominis;t__Anaerotruncus_colihominis_DSM_17241	2181	2181	2178	2157	2091	14	3	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_colihominis;t__Other	1886	1886	1884	1870	1816	16	2	6
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_rubiinfantis;t__Anaerotruncus_rubiinfantis_MT15	888	888	886	876	849	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_sp._AT3;t__Anaerotruncus_sp._AT3_AT3	930	930	928	920	885	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_sp._G3(2012);t__Anaerotruncus_sp._G3(2012)_G3	177	177	177	175	168	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella_massiliensis;t__Angelakisella_massiliensis_Marseille-P3217	2533	2533	2532	2512	2421	22	0	6
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Bittarella;s__Bittarella_massiliensis;t__Bittarella_massiliensis_GD6	628	628	628	622	592	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_2789STDY5608869	7701	7701	7696	7633	7357	57	14	27
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_2789STDY5834930	8933	8933	8928	8854	8550	62	13	31
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_2789STDY5834970	18498	18497	18483	18328	17710	112	17	39
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_A2-165	358	358	357	353	339	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_A2165	253	253	253	252	243	4	0	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_CNCM_I_4540	17599	17596	17579	17441	16838	133	14	36
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_CNCM_I_4541	14533	14532	14518	14399	13945	118	25	42
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_CNCM_I_4542	18779	18778	18769	18623	17973	118	22	46
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_CNCM_I_4543	882	882	881	874	837	6	1	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_CNCM_I_4544	18506	18505	18488	18342	17754	160	38	71
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_CNCM_I_4546	13709	13708	13694	13596	13157	107	16	43
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_CNCM_I_4573	13435	13434	13421	13329	12879	99	26	41
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_CNCM_I_4574	1407	1407	1406	1396	1354	13	3	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_CNCM_I_4575	7402	7400	7394	7332	7084	53	12	17
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_CNCM_I_4644	15925	15924	15910	15795	15273	117	26	44
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_Indica	24559	24558	24539	24345	23526	169	39	67
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_KLE1255	24436	24431	24413	24232	23400	184	40	71
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Faecalibacterium_prausnitzii_M21/2	16407	16406	16395	16268	15711	127	23	44
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii;t__Other	369180	369150	368849	365916	353531	2896	610	1164
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Fournierella;s__Fournierella_massiliensis;t__Fournierella_massiliensis_AM2	1108	1108	1108	1099	1063	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger_formicilis;t__Gemmiger_formicilis_ATCC_27749	74847	74841	74780	74216	71712	591	105	222
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Mageeibacillus;s__Mageeibacillus_indolicus;t__Mageeibacillus_indolicus_UPII9-5	144	144	144	141	136	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Massilimaliae;s__Massilimaliae_massiliensis;t__Massilimaliae_massiliensis_Marseille-P2963	201	201	200	200	192	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus_massiliensis;t__Negativibacillus_massiliensis_Marseille-P3213	1359	1359	1358	1347	1304	14	0	5
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Neglecta;s__Neglecta_timonensis;t__Neglecta_timonensis_SN17	385	385	384	383	367	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Other;s__Other;t__Other	16763	16762	16750	16616	16041	116	18	40
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Other;s__Ruminococcaceae_bacterium_D16;t__Ruminococcaceae_bacterium_D16_D16	5961	5961	5957	5924	5717	35	6	18
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Other;s__Ruminococcaceae_bacterium_D5;t__Ruminococcaceae_bacterium_D5_D5	4808	4807	4805	4766	4599	40	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Other;s__Ruminococcaceae_bacterium_Marseille-P2935;t__Ruminococcaceae_bacterium_Marseille-P2935_Marseille-P2935	131	131	131	130	126	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Other;s__Ruminococcaceae_bacterium_cv2;t__Ruminococcaceae_bacterium_cv2_cv2	968	968	968	959	930	7	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Phocea;s__Phocea_massiliensis;t__Phocea_massiliensis_Marseille-P2769	2341	2340	2339	2326	2238	24	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Provencibacterium;s__Provencibacterium_massiliense;t__Provencibacterium_massiliense_Marseille-P2780	569	569	568	566	547	4	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_leptum;t__[Clostridium]_leptum_DSM_753	5063	5063	5059	5025	4861	34	0	11
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium]_methylpentosum;t__[Clostridium]_methylpentosum_DSM_5476	688	688	688	684	661	5	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium]_siraeum;t__Other	266633	266610	266388	264328	255347	2052	427	797
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium]_siraeum;t__[Eubacterium]_siraeum_2789STDY5834928	100415	100408	100328	99563	96162	782	143	298
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium]_siraeum;t__[Eubacterium]_siraeum_DSM_15702_GCF_000154325.1	2205	2205	2204	2184	2123	15	4	7
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Eubacterium]_siraeum;t__[Eubacterium]_siraeum_DSM_15702_GCF_000382085.1	474	474	474	472	459	4	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Other;t__Other	1201	1201	1199	1189	1154	10	2	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_albus;t__Other	175	175	175	175	169	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_albus;t__Ruminococcus_albus_AR67	66	66	66	65	60	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_bicirculans;t__Ruminococcus_bicirculans_80/3	213763	213742	213578	211888	204806	1625	364	692
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_bromii;t__Ruminococcus_bromii_YE282	267	267	267	264	255	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_callidus;t__Ruminococcus_callidus_ATCC_27760	60228	60219	60166	59683	57620	471	92	181
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_champanellensis;t__Ruminococcus_champanellensis_type_strain:_18P13	1488	1488	1487	1476	1427	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_faecis;t__Ruminococcus_faecis_JCM_15917	4200	4200	4197	4166	4025	34	8	14
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Other	13	13	13	13	13	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Ruminococcus_flavefaciens_FD-1	232	232	232	228	217	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Ruminococcus_flavefaciens_ND2009	20	20	20	20	20	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Ruminococcus_flavefaciens_XPD3002	92	92	92	92	90	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Ruminococcus_flavefaciens_Y1	14	14	14	14	14	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Ruminococcus_flavefaciens_YL228	35	35	35	35	35	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Ruminococcus_flavefaciens_YRD2003	54	54	54	54	51	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_gauvreauii;t__Ruminococcus_gauvreauii_DSM_19829	30	30	30	29	27	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_lactaris;t__Other	36472	36469	36442	36144	34921	280	65	120
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_lactaris;t__Ruminococcus_lactaris_ATCC_29176	8422	8422	8417	8351	8087	69	11	32
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_lactaris;t__Ruminococcus_lactaris_CC59_002D	8579	8578	8571	8510	8225	61	12	22
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_sp._AT10;t__Ruminococcus_sp._AT10_AT10	416	416	416	412	402	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_sp._YE71;t__Ruminococcus_sp._YE71_YE71	26	26	26	26	24	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_sp._YE78;t__Ruminococcus_sp._YE78_YE78	84	84	84	83	80	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium_lactatiformans;t__Ruthenibacterium_lactatiformans_585-1	1867	1867	1865	1852	1790	16	0	6
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum_sp._4_3_54A2FAA;t__Subdoligranulum_sp._4_3_54A2FAA_4_3_54A2FAA	2556	2556	2554	2539	2454	19	2	7
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum_variabile;t__Subdoligranulum_variabile_DSM_15176	2012	2012	2010	1990	1915	13	0	5
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__Absiella_dolichum;t__Absiella_dolichum_DSM_3991	1319	1319	1318	1307	1250	5	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Candidatus_Stoquefichus;s__Candidatus_Stoquefichus_sp._KLE1796;t__Candidatus_Stoquefichus_sp._KLE1796_KLE1796	7184	7183	7178	7128	6910	65	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Candidatus_Stoquefichus;s__Candidatus_Stoquefichus_sp._SB1;t__Candidatus_Stoquefichus_sp._SB1_SB1	37	37	37	37	36	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__Catenibacterium_mitsuokai;t__Catenibacterium_mitsuokai_2789STDY5608825	1565	1565	1563	1552	1497	13	2	4
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__Catenibacterium_mitsuokai;t__Catenibacterium_mitsuokai_DSM_15897	2758	2758	2755	2732	2633	19	4	7
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__Catenibacterium_mitsuokai;t__Other	855	855	855	850	820	6	1	3
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Coprobacillus_sp._29_1;t__Coprobacillus_sp._29_1_29_1	202	202	202	201	195	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Coprobacillus_sp._3_3_56FAA;t__Coprobacillus_sp._3_3_56FAA_3_3_56FAA	30	30	30	30	29	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Coprobacillus_sp._8_1_38FAA;t__Coprobacillus_sp._8_1_38FAA_8_1_38FAA	542	540	540	536	522	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Coprobacillus_sp._8_2_54BFAA;t__Coprobacillus_sp._8_2_54BFAA_8_2_54BFAA	207	207	207	205	197	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Coprobacillus_sp._D7;t__Coprobacillus_sp._D7_D7	85	85	84	84	82	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Other;t__Other	75	75	75	74	73	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__Dielma_fastidiosa;t__Dielma_fastidiosa_JC13	1860	1860	1859	1844	1786	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium_ramosum;t__Erysipelatoclostridium_ramosum_DSM_1402	13	13	13	13	13	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_innocuum;t__Other	15	15	15	15	12	1	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_innocuum;t__[Clostridium]_innocuum_2789STDY5834853	271	271	270	266	256	2	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_innocuum;t__[Clostridium]_innocuum_2959	182	182	182	180	172	1	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_innocuum;t__[Clostridium]_innocuum_NLAE-zl-C381	80	80	80	79	77	1	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_saccharogumia;t__[Clostridium]_saccharogumia_DSM_17460	1045	1045	1045	1035	1009	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_spiroforme;t__[Clostridium]_spiroforme_DSM_1552	926	926	925	920	883	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalicoccus;s__Faecalicoccus_pleomorphus;t__Faecalicoccus_pleomorphus_DSM_20574	76	76	76	76	75	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea_cylindroides;t__Faecalitalea_cylindroides_ATCC_27803	283	283	282	281	274	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea_cylindroides;t__Faecalitalea_cylindroides_T2-87	1663	1663	1663	1653	1597	16	0	5
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea_sp._Marseille-P3755;t__Faecalitalea_sp._Marseille-P3755_Marseille-P3755	1036	1036	1036	1031	997	6	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Other;t__Other	119	119	119	118	114	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella_biformis;t__Holdemanella_biformis_DSM_3989	48247	48236	48198	47782	46138	300	47	111
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania_filiformis;t__Holdemania_filiformis_DSM_12042	3186	3186	3182	3154	3034	15	0	5
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania_massiliensis;t__Holdemania_massiliensis_AP2	1947	1947	1946	1927	1857	16	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania_sp._Marseille-P2844;t__Holdemania_sp._Marseille-P2844_Marseille-P2844	2587	2587	2583	2566	2481	13	0	7
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Other;t__Other	282	282	282	281	272	1	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Kandleria;s__Kandleria_vitulina;t__Other	167	167	167	166	158	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Massiliomicrobiota;s__Massiliomicrobiota_timonensis;t__Massiliomicrobiota_timonensis_An13	53	53	53	52	51	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Massiliomicrobiota;s__Massiliomicrobiota_timonensis;t__Massiliomicrobiota_timonensis_SN16	106	106	106	106	104	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter;s__Merdibacter_massiliensis;t__Merdibacter_massiliensis_Marseille-P3254	481	481	479	477	463	5	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Other;s__Erysipelotrichaceae_bacterium_21_3;t__Erysipelotrichaceae_bacterium_21_3_21_3	780	780	780	775	750	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Other;s__Erysipelotrichaceae_bacterium_2_2_44A;t__Erysipelotrichaceae_bacterium_2_2_44A_2_2_44A	442	442	441	438	422	2	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Other;s__Erysipelotrichaceae_bacterium_5_2_54FAA;t__Erysipelotrichaceae_bacterium_5_2_54FAA_5_2_54FAA	1616	1616	1615	1602	1558	14	0	5
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Other;s__Erysipelotrichaceae_bacterium_6_1_45;t__Erysipelotrichaceae_bacterium_6_1_45_6_1_45	905	905	904	900	870	7	4	4
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Other;s__Other;t__Other	3444	3444	3441	3407	3300	16	3	3
