tax	con.depth.100.seq.bifido	con.depth.1000.seq.bifido	con.depth.10000.seq.bifido	con.depth.100000.seq.bifido	con.depth.500000.seq.bifido	conbif.200000	conbif.40000	conbif.80000
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Ruminococcus_flavefaciens_ND2009	1.85E-06	1.85E-06	1.85E-06	1.85E-06	1.82E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Ruminococcus_flavefaciens_XPD3002	8.53E-06	8.53E-06	8.53E-06	8.50E-06	8.19E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Ruminococcus_flavefaciens_Y1	1.30E-06	1.30E-06	1.30E-06	1.29E-06	1.27E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Ruminococcus_flavefaciens_YL228	3.24E-06	3.24E-06	3.24E-06	3.23E-06	3.19E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_flavefaciens;t__Ruminococcus_flavefaciens_YRD2003	5.01E-06	5.01E-06	5.00E-06	4.99E-06	4.64E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_gauvreauii;t__Ruminococcus_gauvreauii_DSM_19829	2.78E-06	2.78E-06	2.78E-06	2.68E-06	2.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_lactaris;t__Other	0.00338146	0.003381069	0.003377394	0.003338502	0.003177837	0.003376504	0.004095262	0.003642213
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_lactaris;t__Ruminococcus_lactaris_ATCC_29176	0.000780836	0.00078081	0.000780076	0.000771354	0.000735923	0.000832067	0.000693044	0.000971257
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_lactaris;t__Ruminococcus_lactaris_CC59_002D	0.000795392	0.000795273	0.000794348	0.000786041	0.000748481	0.000735596	0.000756048	0.000667739
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_sp._AT10;t__Ruminococcus_sp._AT10_AT10	3.86E-05	3.86E-05	3.86E-05	3.81E-05	3.66E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_sp._YE71;t__Ruminococcus_sp._YE71_YE71	2.41E-06	2.41E-06	2.41E-06	2.40E-06	2.18E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_sp._YE78;t__Ruminococcus_sp._YE78_YE78	7.79E-06	7.79E-06	7.79E-06	7.67E-06	7.28E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium_lactatiformans;t__Ruthenibacterium_lactatiformans_585-1	0.000173097	0.000173091	0.000172846	0.000171063	0.000162891	0.000192943	0	0.000182111
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum_sp._4_3_54A2FAA;t__Subdoligranulum_sp._4_3_54A2FAA_4_3_54A2FAA	0.000236977	0.000236969	0.000236701	0.000234519	0.000223316	0.00022912	0.000126008	0.000212462
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum_variabile;t__Subdoligranulum_variabile_DSM_15176	0.00018654	0.000186534	0.000186284	0.00018381	0.000174266	0.000156766	0	0.000151759
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absiella;s__Absiella_dolichum;t__Absiella_dolichum_DSM_3991	0.00012229	0.000122286	0.00012215	0.000120723	0.000113751	6.03E-05	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Candidatus_Stoquefichus;s__Candidatus_Stoquefichus_sp._KLE1796;t__Candidatus_Stoquefichus_sp._KLE1796_KLE1796	0.000666056	0.000665942	0.000665247	0.00065839	0.000628815	0.000783831	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Candidatus_Stoquefichus;s__Candidatus_Stoquefichus_sp._SB1;t__Candidatus_Stoquefichus_sp._SB1_SB1	3.43E-06	3.43E-06	3.43E-06	3.42E-06	3.28E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__Catenibacterium_mitsuokai;t__Catenibacterium_mitsuokai_2789STDY5608825	0.000145097	0.000145092	0.000144857	0.000143353	0.000136228	0.000156766	0.000126008	0.000121407
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__Catenibacterium_mitsuokai;t__Catenibacterium_mitsuokai_DSM_15897	0.000255705	0.000255696	0.00025533	0.000252346	0.000239605	0.00022912	0.000252016	0.000212462
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__Catenibacterium_mitsuokai;t__Other	7.93E-05	7.93E-05	7.92E-05	7.85E-05	7.46E-05	7.24E-05	6.30E-05	9.11E-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Coprobacillus_sp._29_1;t__Coprobacillus_sp._29_1_29_1	1.87E-05	1.87E-05	1.87E-05	1.86E-05	1.77E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Coprobacillus_sp._3_3_56FAA;t__Coprobacillus_sp._3_3_56FAA_3_3_56FAA	2.78E-06	2.78E-06	2.78E-06	2.77E-06	2.64E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Coprobacillus_sp._8_1_38FAA;t__Coprobacillus_sp._8_1_38FAA_8_1_38FAA	5.03E-05	5.01E-05	5.00E-05	4.95E-05	4.75E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Coprobacillus_sp._8_2_54BFAA;t__Coprobacillus_sp._8_2_54BFAA_8_2_54BFAA	1.92E-05	1.92E-05	1.92E-05	1.89E-05	1.79E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Coprobacillus_sp._D7;t__Coprobacillus_sp._D7_D7	7.88E-06	7.88E-06	7.79E-06	7.76E-06	7.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__Other;t__Other	6.95E-06	6.95E-06	6.95E-06	6.84E-06	6.64E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__Dielma_fastidiosa;t__Dielma_fastidiosa_JC13	0.000172448	0.000172442	0.00017229	0.000170324	0.000162527	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium_ramosum;t__Erysipelatoclostridium_ramosum_DSM_1402	1.21E-06	1.21E-06	1.20E-06	1.20E-06	1.18E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_innocuum;t__Other	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.09E-06	1.21E-05	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_innocuum;t__[Clostridium]_innocuum_2789STDY5834853	2.51E-05	2.51E-05	2.50E-05	2.46E-05	2.33E-05	2.41E-05	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_innocuum;t__[Clostridium]_innocuum_2959	1.69E-05	1.69E-05	1.69E-05	1.66E-05	1.57E-05	1.21E-05	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_innocuum;t__[Clostridium]_innocuum_NLAE-zl-C381	7.42E-06	7.42E-06	7.41E-06	7.30E-06	7.01E-06	1.21E-05	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_saccharogumia;t__[Clostridium]_saccharogumia_DSM_17460	9.69E-05	9.69E-05	9.68E-05	9.56E-05	9.18E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Erysipelatoclostridium;s__[Clostridium]_spiroforme;t__[Clostridium]_spiroforme_DSM_1552	8.59E-05	8.59E-05	8.57E-05	8.50E-05	8.04E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalicoccus;s__Faecalicoccus_pleomorphus;t__Faecalicoccus_pleomorphus_DSM_20574	7.05E-06	7.05E-06	7.04E-06	7.02E-06	6.83E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea_cylindroides;t__Faecalitalea_cylindroides_ATCC_27803	2.62E-05	2.62E-05	2.61E-05	2.60E-05	2.49E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea_cylindroides;t__Faecalitalea_cylindroides_T2-87	0.000154183	0.000154178	0.000154125	0.000152682	0.000145328	0.000192943	0	0.000151759
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea_sp._Marseille-P3755;t__Faecalitalea_sp._Marseille-P3755_Marseille-P3755	9.61E-05	9.60E-05	9.60E-05	9.52E-05	9.07E-05	7.24E-05	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Other;t__Other	1.10E-05	1.10E-05	1.10E-05	1.09E-05	1.04E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella_biformis;t__Holdemanella_biformis_DSM_3989	0.004473166	0.004471997	0.004466924	0.004413465	0.004198592	0.003617683	0.00296119	0.003369047
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania_filiformis;t__Holdemania_filiformis_DSM_12042	0.000295386	0.000295377	0.000294903	0.000291325	0.000276096	0.000180884	0	0.000151759
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania_massiliensis;t__Holdemania_massiliensis_AP2	0.000180514	0.000180508	0.000180353	0.000177991	0.000168988	0.000192943	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania_sp._Marseille-P2844;t__Holdemania_sp._Marseille-P2844_Marseille-P2844	0.000239851	0.000239843	0.000239389	0.000237013	0.000225773	0.000156766	0	0.000212462
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Other;t__Other	2.61E-05	2.61E-05	2.61E-05	2.60E-05	2.48E-05	1.21E-05	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Kandleria;s__Kandleria_vitulina;t__Other	1.55E-05	1.55E-05	1.55E-05	1.53E-05	1.44E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Massiliomicrobiota;s__Massiliomicrobiota_timonensis;t__Massiliomicrobiota_timonensis_An13	4.91E-06	4.91E-06	4.91E-06	4.80E-06	4.64E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Massiliomicrobiota;s__Massiliomicrobiota_timonensis;t__Massiliomicrobiota_timonensis_SN16	9.83E-06	9.83E-06	9.82E-06	9.79E-06	9.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter;s__Merdibacter_massiliensis;t__Merdibacter_massiliensis_Marseille-P3254	4.46E-05	4.46E-05	4.44E-05	4.41E-05	4.21E-05	6.03E-05	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Other;s__Erysipelotrichaceae_bacterium_21_3;t__Erysipelotrichaceae_bacterium_21_3_21_3	7.23E-05	7.23E-05	7.23E-05	7.16E-05	6.83E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Other;s__Erysipelotrichaceae_bacterium_2_2_44A;t__Erysipelotrichaceae_bacterium_2_2_44A_2_2_44A	4.10E-05	4.10E-05	4.09E-05	4.05E-05	3.84E-05	2.41E-05	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Other;s__Erysipelotrichaceae_bacterium_5_2_54FAA;t__Erysipelotrichaceae_bacterium_5_2_54FAA_5_2_54FAA	0.000149826	0.000149821	0.000149676	0.000147971	0.000141779	0.000168825	0	0.000151759
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Other;s__Erysipelotrichaceae_bacterium_6_1_45;t__Erysipelotrichaceae_bacterium_6_1_45_6_1_45	8.39E-05	8.39E-05	8.38E-05	8.31E-05	7.92E-05	8.44E-05	0.000252016	0.000121407
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Other;s__Other;t__Other	0.000319307	0.000319296	0.000318907	0.000314693	0.000300302	0.000192943	0.000189012	9.11E-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__Solobacterium_moorei;t__Solobacterium_moorei_DSM_22971	5.84E-06	5.84E-06	5.84E-06	5.73E-06	5.55E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__Solobacterium_moorei;t__Solobacterium_moorei_F0204	9.55E-06	9.55E-06	9.45E-06	9.24E-06	8.65E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Traorella;s__Traorella_massiliensis;t__Traorella_massiliensis_Marseille-P3110	8.57E-05	8.57E-05	8.56E-05	8.46E-05	8.09E-05	7.24E-05	0	0.000182111
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Other;t__Other	7.82E-05	7.82E-05	7.81E-05	7.70E-05	7.26E-05	1.21E-05	0	3.04E-05
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Turicibacter_sanguinis;t__Other	4.14E-05	4.14E-05	4.14E-05	4.11E-05	3.88E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Turicibacter_sanguinis;t__Turicibacter_sanguinis_2789STDY5608821	7.23E-06	7.23E-06	7.23E-06	7.20E-06	7.01E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Turicibacter_sanguinis;t__Turicibacter_sanguinis_2789STDY5608865	1.86E-05	1.86E-05	1.86E-05	1.84E-05	1.77E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Turicibacter_sanguinis;t__Turicibacter_sanguinis_2789STDY5834851	1.95E-06	1.95E-06	1.95E-06	1.94E-06	1.91E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Turicibacter_sanguinis;t__Turicibacter_sanguinis_2789STDY5834949	1.42E-05	1.42E-05	1.42E-05	1.40E-05	1.33E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Turicibacter_sanguinis;t__Turicibacter_sanguinis_PC909	1.48E-06	1.48E-06	1.48E-06	1.48E-06	1.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;s__Turicibacter_sp._H121;t__Turicibacter_sp._H121_H121	3.99E-06	3.99E-06	3.99E-06	3.97E-06	3.82E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_fermentans;t__Acidaminococcus_fermentans_DSM_20731	2.04E-06	2.04E-06	2.04E-06	2.03E-06	1.91E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_fermentans;t__Acidaminococcus_fermentans_pGA-4	3.34E-06	3.34E-06	3.34E-06	3.33E-06	3.28E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_fermentans;t__Other	4.82E-06	4.82E-06	4.82E-06	4.80E-06	4.64E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini;t__Acidaminococcus_intestini_DSM_21505	8.16E-06	8.16E-06	8.16E-06	8.13E-06	7.83E-06	3.62E-05	0	6.07E-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini;t__Acidaminococcus_intestini_RyC-MR95	5.94E-05	5.94E-05	5.93E-05	5.87E-05	5.62E-05	6.03E-05	0	6.07E-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_intestini;t__Other	4.95E-05	4.95E-05	4.95E-05	4.90E-05	4.63E-05	6.03E-05	0	9.11E-05
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus_sp._HPA0509;t__Acidaminococcus_sp._HPA0509_HPA0509	5.38E-06	5.38E-06	5.38E-06	5.36E-06	5.19E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Other;t__Other	0.004067728	0.004067407	0.004063123	0.004016935	0.003822941	0.003605624	0.00359123	0.004158193
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium_succinatutens;t__Phascolarctobacterium_succinatutens_YIT_12067	8.62E-06	8.62E-06	8.62E-06	8.41E-06	8.10E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Other;f__Other;g__Other;s__Other;t__Other	4.64E-06	4.64E-06	4.63E-06	4.53E-06	4.28E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas_funiformis;t__Megamonas_funiformis_Marseille-P3344	9.18E-06	9.18E-06	9.18E-06	9.05E-06	8.74E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas_funiformis;t__Megamonas_funiformis_YIT_11815	3.89E-06	3.89E-06	3.89E-06	3.79E-06	3.73E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas_funiformis;t__Other	1.67E-06	1.67E-06	1.58E-06	1.57E-06	1.55E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas_rupellensis;t__Megamonas_rupellensis_DSM_19944	2.50E-06	2.50E-06	2.50E-06	2.31E-06	2.28E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas_sp._Calf98-2;t__Megamonas_sp._Calf98-2_Calf98-2	1.09E-05	1.09E-05	1.09E-05	1.09E-05	1.05E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Other;t__Other	7.43E-05	7.43E-05	7.41E-05	7.34E-05	7.07E-05	6.03E-05	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Anaeromusa;s__Anaeromusa_acidaminophila;t__Anaeromusa_acidaminophila_DSM_3853	7.60E-06	7.60E-06	7.60E-06	7.57E-06	7.28E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Allisonella;s__Allisonella_histaminiformans;t__Allisonella_histaminiformans_DSM_15230	0.000156316	0.00015631	0.000156256	0.000154345	0.000146238	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Anaeroglobus;s__Anaeroglobus_geminatus;t__Anaeroglobus_geminatus_F0357	5.01E-06	5.01E-06	5.00E-06	4.90E-06	4.73E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Caecibacter;s__Caecibacter_massiliensis;t__Caecibacter_massiliensis_Marseille-P2974	5.47E-06	5.47E-06	5.47E-06	5.45E-06	5.28E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_invisus;t__Dialister_invisus_DSM_15470	0.00661569	0.006615192	0.00660882	0.006539284	0.00621717	0.006451535	0.00686744	0.006647039
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister_succinatiphilus;t__Dialister_succinatiphilus_YIT_11850	1.04E-05	1.04E-05	1.04E-05	1.02E-05	9.65E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_elsdenii;t__Megasphaera_elsdenii_14-14	3.99E-06	3.99E-06	3.99E-06	3.97E-06	3.82E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_genomosp._type_2;t__Megasphaera_genomosp._type_2_KA00229	5.66E-06	5.66E-06	5.65E-06	5.63E-06	5.19E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_massiliensis;t__Megasphaera_massiliensis_NP3	4.91E-06	4.91E-06	4.91E-06	4.90E-06	4.73E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_sp._MJR8396C;t__Megasphaera_sp._MJR8396C_MJR8396C	0.005439522	0.005438878	0.005432635	0.005372785	0.005107962	0.004956226	0.005607359	0.004765229
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Other;t__Other	5.15E-05	5.15E-05	5.13E-05	5.09E-05	4.85E-05	3.62E-05	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Other;t__Other	8.29E-05	8.29E-05	8.28E-05	8.18E-05	7.84E-05	9.65E-05	0	0.000121407
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_atypica;t__Other	6.40E-06	6.40E-06	6.39E-06	6.28E-06	5.92E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_atypica;t__Veillonella_atypica_CMW7756B	7.97E-06	7.97E-06	7.97E-06	7.85E-06	7.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_atypica;t__Veillonella_atypica_KON	8.90E-06	8.90E-06	8.90E-06	8.77E-06	8.55E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_dispar;t__Other	1.17E-05	1.17E-05	1.17E-05	1.14E-05	1.10E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_dispar;t__Veillonella_dispar_ATCC_17748	2.63E-05	2.63E-05	2.62E-05	2.59E-05	2.46E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_dispar;t__Veillonella_dispar_DNF00926	6.14E-05	6.14E-05	6.13E-05	6.07E-05	5.76E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula;t__Other	1.92E-05	1.92E-05	1.92E-05	1.88E-05	1.78E-05	0	0	0
