tax	con.depth.100.seq.bifido	con.depth.1000.seq.bifido	con.depth.10000.seq.bifido	con.depth.100000.seq.bifido	con.depth.500000.seq.bifido	conbif.200000	conbif.40000	conbif.80000
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula;t__Veillonella_parvula_DNF00876	5.93E-06	5.93E-06	5.93E-06	5.82E-06	5.46E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula;t__Veillonella_parvula_UMB0371	7.70E-06	7.69E-06	7.69E-06	7.39E-06	7.19E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_parvula;t__Veillonella_parvula_UTDB1-3	8.25E-06	8.25E-06	8.25E-06	8.04E-06	7.64E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_sp._3_1_44;t__Veillonella_sp._3_1_44_3_1_44	9.64E-06	9.64E-06	9.64E-06	9.24E-06	8.83E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_sp._6_1_27;t__Veillonella_sp._6_1_27_6_1_27	9.46E-06	9.46E-06	9.45E-06	9.33E-06	9.01E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_sp._HPA0037;t__Veillonella_sp._HPA0037_HPA0037	7.42E-06	7.42E-06	7.41E-06	7.39E-06	7.10E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_tobetsuensis;t__Veillonella_tobetsuensis_ATCC_BAA-2400	2.97E-06	2.97E-06	2.97E-06	2.96E-06	2.91E-06	0	0	0
k__Bacteria;p__Firmicutes;c__Other;o__Other;f__Other;g__Other;s__Firmicutes_bacterium_ASF500;t__Firmicutes_bacterium_ASF500_ASF500	1.31E-05	1.31E-05	1.31E-05	1.30E-05	1.24E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Other;o__Other;f__Other;g__Other;s__Other;t__Other	0.013857384	0.013855904	0.013841089	0.013691145	0.013027119	0.013638666	0.015120968	0.014356391
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Murdochiella;s__Murdochiella_vaginalis;t__Murdochiella_vaginalis_Marseille-P2341	1.24E-05	1.24E-05	1.24E-05	1.23E-05	1.19E-05	0	0	0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_asaccharolyticus;t__Peptoniphilus_asaccharolyticus_DSM_20463	5.01E-06	5.01E-06	5.00E-06	4.80E-06	4.64E-06	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium_naviforme;t__Fusobacterium_naviforme_ATCC_25832	1.30E-05	1.30E-05	1.30E-05	1.28E-05	1.23E-05	0	0	0
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales;f__Other;g__Other;s__Victivallales_bacterium_CCUG_44730;t__Victivallales_bacterium_CCUG_44730_CCUG_44730	5.63E-05	5.63E-05	5.63E-05	5.56E-05	5.27E-05	0	0	0
k__Bacteria;p__Other;c__Other;o__Other;f__Other;g__Other;s__Other;t__Other	0.015696178	0.015694637	0.015677515	0.015505319	0.014768328	0.015387213	0.016192036	0.015509758
k__Bacteria;p__Other;c__Other;o__Other;f__Other;g__Other;s__bacterium_LF-3;t__bacterium_LF-3	0.000455689	0.000455673	0.000455052	0.000450103	0.000429796	0.000313533	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Other;g__Other;s__Burkholderiales_bacterium_1_1_47;t__Burkholderiales_bacterium_1_1_47_1_1_47	0.000379663	0.000379558	0.000379056	0.000374455	0.000356541	0.000325591	0.000567036	0.000364221
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Other;g__Other;s__Other;t__Other	0.000819961	0.000819841	0.000818908	0.000809225	0.000769957	0.00091648	0.001134073	0.00103196
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter;s__Oxalobacter_formigenes;t__Other	0.000156594	0.000156589	0.000156442	0.000154899	0.000147057	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Dakarella;s__Dakarella_massiliensis;t__Dakarella_massiliensis_ND3	0.001012621	0.001012587	0.001011587	0.000999869	0.000948592	0.00091648	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Duodenibacillus;s__Duodenibacillus_massiliensis;t__Duodenibacillus_massiliensis_Marseille-P2968	0.00470152	0.004700993	0.004695284	0.004644105	0.004422636	0.004558281	0.005796371	0.005402616
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Other;s__Other;t__Other	9.18E-06	9.18E-06	9.18E-06	9.05E-06	8.65E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella_excrementihominis;t__Parasutterella_excrementihominis_YIT_11859	0.000377809	0.000377796	0.00037748	0.000373254	0.000354448	0.000373827	0.000504032	0.000546332
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Other;t__Other	6.49E-06	6.49E-06	6.49E-06	6.47E-06	6.01E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis;t__Other	0.001973878	0.00197372	0.001971645	0.001948568	0.001855414	0.002074138	0.002835181	0.002094273
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis;t__Sutterella_wadsworthensis_2_1_59BFAA	1.71E-05	1.71E-05	1.70E-05	1.69E-05	1.60E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis;t__Sutterella_wadsworthensis_3_1_45B	0.001286683	0.00128664	0.001285267	0.001269488	0.001210219	0.001314425	0.001197077	0.001274775
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_wadsworthensis;t__Sutterella_wadsworthensis_HGA0223	0.001587076	0.00158693	0.001585175	0.001566816	0.001491138	0.001772665	0.001638105	0.001487237
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila_sp._4_1_30;t__Bilophila_sp._4_1_30_4_1_30	0.000655023	0.000655002	0.000654404	0.000646567	0.00061653	0.000783831	0	0.001001609
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila_wadsworthia;t__Bilophila_wadsworthia_3_1_6	0.000332008	0.000331997	0.000331604	0.000328086	0.000312679	0.000313533	0.000441028	0.000364221
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila_wadsworthia;t__Bilophila_wadsworthia_ATCC_49260	0.000368259	0.000368247	0.000367841	0.000363925	0.000345985	0.00033765	0.000252016	0.000364221
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila_wadsworthia;t__Other	0.000804849	0.000804822	0.000803894	0.000794354	0.000756489	0.000651183	0.000819052	0.000728443
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Other;t__Other	0.000947443	0.000947226	0.000946063	0.00093512	0.000889623	0.000964716	0.001008065	0.001123016
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_piger;t__Desulfovibrio_piger	1.06E-05	1.06E-05	1.06E-05	1.05E-05	1.01E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio_piger;t__Desulfovibrio_piger_ATCC_29098	0.000345915	0.000345904	0.000345228	0.000341849	0.000326147	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella_massiliensis;t__Mailhella_massiliensis_Marseille-P3199	2.13E-06	2.13E-06	2.13E-06	1.94E-06	1.91E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Other;s__Other;t__Other	1.76E-06	1.76E-06	1.76E-06	1.75E-06	1.73E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Other;f__Other;g__Other;s__Other;t__Other	2.78E-06	2.78E-06	2.78E-06	2.68E-06	2.55E-06	1.21E-05	0	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_coli;t__Other	4.17E-06	4.17E-06	4.17E-06	4.16E-06	4.00E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_hominis;t__Campylobacter_hominis_ATCC_BAA-381	5.38E-06	5.38E-06	5.38E-06	5.36E-06	5.19E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_lari;t__Campylobacter_lari_RM16712	1.09E-05	1.09E-05	1.09E-05	1.08E-05	1.03E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter_sp._P0106;t__Campylobacter_sp._P0106_P0106	3.53E-05	3.53E-05	3.53E-05	3.50E-05	3.30E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Other;t__Other	3.50E-05	3.50E-05	3.48E-05	3.45E-05	3.27E-05	4.82E-05	0.000126008	0.000121407
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_albertii;t__Other	9.27E-07	9.27E-07	9.27E-07	8.31E-07	7.28E-07	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli;t__Escherichia_coli_536	2.78E-06	2.78E-06	2.78E-06	2.77E-06	2.64E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli;t__Escherichia_coli_CFT073	1.21E-06	1.21E-06	1.20E-06	1.11E-06	1.09E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli;t__Escherichia_coli_IAI39	7.14E-06	7.14E-06	7.14E-06	7.02E-06	6.83E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli;t__Escherichia_coli_NRG_857C	1.67E-06	1.67E-06	1.67E-06	1.66E-06	1.55E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli;t__Escherichia_coli_SE15	3.08E-05	3.08E-05	3.07E-05	3.04E-05	2.88E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli;t__Escherichia_coli_Sakai_substr._RIMD_0509952	1.11E-06	1.11E-06	1.11E-06	1.11E-06	1.00E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_coli;t__Other	2.31E-05	2.31E-05	2.31E-05	2.29E-05	2.19E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia_sp._KTE172;t__Escherichia_sp._KTE172_KTE172	1.11E-06	1.11E-06	1.11E-06	1.11E-06	1.00E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Other;t__Other	0.000104025	0.000103929	0.0001038	0.000102896	9.84E-05	0.000120589	0.000126008	0.000121407
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_quasipneumoniae;t__Other	2.97E-06	2.97E-06	2.97E-06	2.96E-06	2.82E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_variicola;t__Klebsiella_variicola_UCI_18	1.30E-06	1.30E-06	1.30E-06	1.29E-06	1.18E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella_variicola;t__Other	3.34E-06	3.34E-06	3.34E-06	3.33E-06	3.19E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Other;t__Other	9.48E-05	9.48E-05	9.47E-05	9.38E-05	8.92E-05	8.44E-05	6.30E-05	9.11E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Other;s__Other;t__Other	0.000178381	0.000178376	0.000178128	0.000176143	0.000167623	0.000144707	0.000126008	0.000121407
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Other;t__Other	5.10E-06	5.10E-06	5.10E-06	5.08E-06	4.82E-06	2.41E-05	6.30E-05	3.04E-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella_boydii;t__Shigella_boydii_BCW_4868	1.85E-06	1.85E-06	1.85E-06	1.85E-06	1.73E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella_flexneri;t__Other	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.27E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella_sonnei;t__Other	1.21E-06	1.21E-06	1.20E-06	1.20E-06	1.18E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Other;g__Other;s__Other;t__Other	3.24E-06	3.24E-06	3.24E-06	3.23E-06	3.09E-06	1.21E-05	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Other;f__Other;g__Other;s__Other;t__Other	5.47E-06	5.47E-06	5.47E-06	5.45E-06	5.28E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae;t__Haemophilus_parainfluenzae_1209_HPAR	1.95E-06	1.95E-06	1.95E-06	1.94E-06	1.91E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae;t__Haemophilus_parainfluenzae_137_HINF	4.26E-06	4.26E-06	4.26E-06	4.16E-06	4.10E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae;t__Haemophilus_parainfluenzae_146_HPAR	1.22E-05	1.22E-05	1.22E-05	1.21E-05	1.16E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae;t__Haemophilus_parainfluenzae_209_HPAR	1.15E-05	1.15E-05	1.15E-05	1.14E-05	1.04E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae;t__Haemophilus_parainfluenzae_ATCC_33392	4.73E-06	4.73E-06	4.73E-06	4.62E-06	4.46E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae;t__Haemophilus_parainfluenzae_ATCC_9796	6.49E-06	6.49E-06	6.49E-06	6.37E-06	6.19E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae;t__Haemophilus_parainfluenzae_CCUG_58848	5.28E-06	5.28E-06	5.28E-06	5.17E-06	5.01E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae;t__Haemophilus_parainfluenzae_CCUG_62654	3.15E-06	3.15E-06	3.15E-06	3.14E-06	3.00E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae;t__Haemophilus_parainfluenzae_CCUG_62655	1.85E-06	1.85E-06	1.85E-06	1.85E-06	1.73E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae;t__Haemophilus_parainfluenzae_T3T1	1.07E-05	1.07E-05	1.07E-05	1.05E-05	9.83E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae;t__Haemophilus_parainfluenzae_UMB0748	5.84E-06	5.84E-06	5.84E-06	5.73E-06	5.55E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae;t__Other	5.31E-05	5.31E-05	5.29E-05	5.20E-05	4.98E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_sp._CCUG_60358;t__Haemophilus_sp._CCUG_60358_CCUG_60358	5.75E-06	5.75E-06	5.75E-06	5.73E-06	5.55E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_sp._HMSC061E01;t__Haemophilus_sp._HMSC061E01_HMSC061E01	1.61E-05	1.61E-05	1.61E-05	1.60E-05	1.53E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_sp._HMSC068C11;t__Haemophilus_sp._HMSC068C11_HMSC068C11	9.46E-06	9.46E-06	9.45E-06	9.42E-06	8.92E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_sp._HMSC073C03;t__Haemophilus_sp._HMSC073C03_HMSC073C03	2.78E-06	2.78E-06	2.78E-06	2.77E-06	2.73E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_sp._HMSC61B11;t__Haemophilus_sp._HMSC61B11_HMSC61B11	2.97E-06	2.97E-06	2.97E-06	2.96E-06	2.82E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_sp._HMSC71H05;t__Haemophilus_sp._HMSC71H05_HMSC71H05	1.58E-05	1.58E-05	1.57E-05	1.54E-05	1.44E-05	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_sputorum;t__Haemophilus_sputorum_CCUG_13788	2.32E-06	2.32E-06	2.32E-06	2.31E-06	2.28E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Other;t__Other	0.00018413	0.000184124	0.000183967	0.000181593	0.000172355	0.000168825	0.000126008	0.000121407
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Other;s__Other;t__Other	1.95E-06	1.95E-06	1.95E-06	1.94E-06	1.91E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_indicus;t__Other	4.64E-06	4.64E-06	4.63E-06	4.62E-06	4.46E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Other;t__Other	1.30E-06	1.30E-06	1.30E-06	1.29E-06	1.09E-06	0	0	0
k__Bacteria;p__Proteobacteria;c__Other;o__Other;f__Other;g__Other;s__Other;t__Other	2.09E-05	2.09E-05	2.09E-05	2.06E-05	1.96E-05	1.21E-05	0	3.04E-05
k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Other;t__Other	6.77E-06	6.77E-06	6.77E-06	6.74E-06	6.55E-06	2.41E-05	0	0
k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema_porcinum;t__Treponema_porcinum_ATCC_BAA-908	4.54E-06	4.54E-06	4.54E-06	4.43E-06	4.19E-06	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila	3.89E-06	3.89E-06	3.89E-06	3.69E-06	3.55E-06	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_ATCC_BAA-835	1.49E-05	1.49E-05	1.49E-05	1.48E-05	1.40E-05	3.62E-05	0	9.11E-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_BSH01	5.38E-06	5.38E-06	5.38E-06	5.36E-06	5.19E-06	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_BSH05	0.000188858	0.000188852	0.000188601	0.000186304	0.000178179	0.000192943	0	0.000121407
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_BSM09	5.10E-06	5.10E-06	5.10E-06	4.99E-06	4.73E-06	1.21E-05	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_GP03	6.54E-05	6.54E-05	6.53E-05	6.44E-05	6.19E-05	6.03E-05	0	9.11E-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_GP12	3.07E-05	3.07E-05	3.07E-05	3.02E-05	2.88E-05	4.82E-05	0	3.04E-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_GP14	4.17E-06	4.17E-06	4.17E-06	4.06E-06	3.82E-06	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_GP16	6.30E-06	6.30E-06	6.30E-06	6.19E-06	5.73E-06	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_GP20	1.95E-06	1.95E-06	1.95E-06	1.94E-06	1.82E-06	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_GP24	6.68E-06	6.68E-06	6.67E-06	6.56E-06	6.37E-06	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_GP27	4.54E-06	4.54E-06	4.54E-06	4.53E-06	4.19E-06	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_GP29	7.70E-05	7.70E-05	7.70E-05	7.61E-05	7.29E-05	4.82E-05	0	9.11E-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_GP30	1.35E-05	1.35E-05	1.35E-05	1.33E-05	1.23E-05	1.21E-05	0	3.04E-05
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila;t__Akkermansia_muciniphila_GP35	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.37E-06	0	0	0
